Function,Num_Users,Latency(s),TPS
requestFunds,21,0.0703628176734561,14.212051664003264
requestFunds,22,0.07047276063398882,14.189879763525296
requestFunds,23,0.06887975982997728,14.51805294426692
requestFunds,24,0.06925772627194722,14.438822263286587
requestFunds,25,0.07167787551879883,13.951306351675166
requestFunds,26,0.07196077016683725,13.896460497595463
requestFunds,27,0.07091288213376645,14.101810135338328
requestFunds,28,0.07199513912200928,13.889826621562774
requestFunds,29,0.07251555344154095,13.790145045313055
requestFunds,30,0.07322468757629394,13.656596335192067
requestFunds,31,0.07357458145387712,13.59165054342696
requestFunds,32,0.07401479035615921,13.510813111649705
requestFunds,33,0.0727049798676462,13.754216036101282
requestFunds,34,0.0755999158410465,13.227527952578173
requestFunds,35,0.07497406005859375,13.337946474000203
requestFunds,36,0.07559894853168064,13.22769720244109
requestFunds,37,0.07475343910423485,13.377310956966381
requestFunds,38,0.07565889860454358,13.217215931556614
requestFunds,39,0.07785243865771171,12.844812792527014
requestFunds,40,0.07697412371635437,12.99137881302745
requestFunds,41,0.07893336691507478,12.668913529001115
requestFunds,42,0.07926644597734724,12.615678521600174
requestFunds,43,0.07929628948832668,12.61093055491848
requestFunds,44,0.07941589572212913,12.591937557424684
requestFunds,45,0.07965100606282552,12.55476922929561
requestFunds,46,0.08365177071612814,11.954319573144423
requestFunds,47,0.08460322846757605,11.819879904266859
requestFunds,48,0.0827033519744873,12.091408342294088
requestFunds,49,0.08312580050254355,12.029959338188885
requestFunds,50,0.08427883148193359,11.86537571079595
