Action,User_Index,Gas_Used,Latency
Service_Addition,48,74418,0.05498504638671875
Service_Addition,48,74478,0.05373573303222656
Registration,49,67741,0.05117321014404297
Service_Addition,49,89430,0.053719282150268555
Registration,50,67741,0.050914764404296875
Service_Addition,50,89430,0.04712033271789551
Service_Addition,50,74454,0.055371999740600586
Service_Addition,50,74442,0.06323099136352539
Service_Selection,1,31252,0.045223236083984375
Service_Selection,2,31240,0.05312657356262207
Service_Selection,3,31240,0.050501108169555664
Service_Selection,4,31240,0.047159671783447266
Service_Selection,5,31240,0.04677271842956543
Service_Selection,6,31252,0.04902338981628418
Service_Selection,6,31252,0.04497694969177246
Service_Selection,6,31240,0.04702925682067871
Service_Selection,6,31252,0.06038546562194824
Service_Selection,7,31252,0.04988384246826172
Service_Selection,7,31252,0.04465508460998535
Service_Selection,8,31252,0.04889988899230957
Service_Selection,8,31252,0.055871009826660156
Service_Selection,8,31252,0.06136751174926758
Service_Selection,9,31240,0.05173206329345703
Service_Selection,10,31240,0.05193018913269043
Service_Selection,11,31252,0.04206109046936035
Service_Selection,11,31252,0.043456077575683594
Service_Selection,12,31252,0.05622410774230957
Service_Selection,13,31240,0.05247831344604492
Service_Selection,14,31240,0.053125619888305664
Service_Selection,15,31240,0.049065589904785156
Service_Selection,16,31228,0.05111551284790039
Service_Selection,17,31252,0.050748586654663086
Service_Selection,17,31252,0.04823923110961914
Service_Selection,18,31240,0.044741153717041016
Service_Selection,19,31252,0.04961538314819336
Service_Selection,19,31252,0.0533292293548584
Service_Selection,20,31252,0.05137777328491211
Service_Selection,20,31240,0.05746006965637207
Service_Selection,21,31252,0.05072379112243652
Service_Selection,21,31252,0.04722714424133301
Service_Selection,21,31252,0.050380706787109375
Service_Selection,21,31252,0.042973995208740234
Service_Selection,22,31252,0.04144930839538574
Service_Selection,23,31240,0.04683423042297363
Service_Selection,24,31240,0.051972150802612305
Service_Selection,25,31252,0.05348062515258789
Service_Selection,25,31252,0.05062603950500488
Service_Selection,25,31252,0.048254966735839844
Service_Selection,25,31240,0.05122113227844238
Service_Selection,26,31240,0.05395936965942383
Service_Selection,27,31252,0.04885053634643555
Service_Selection,28,31252,0.05176854133605957
Service_Selection,28,31252,0.04690957069396973
Service_Selection,28,31252,0.04760909080505371
Service_Selection,29,31252,0.05196046829223633
Service_Selection,29,31252,0.047914743423461914
Service_Selection,30,31240,0.04569077491760254
Service_Selection,31,31252,0.043473005294799805
Service_Selection,32,31240,0.04857802391052246
Service_Selection,33,31240,0.0566713809967041
Service_Selection,34,31252,0.04352450370788574
Service_Selection,35,31240,0.05126523971557617
Service_Selection,35,31240,0.04741549491882324
Service_Selection,35,31252,0.04758477210998535
Service_Selection,36,31240,0.062445878982543945
Service_Selection,37,31252,0.05993008613586426
Service_Selection,37,31252,0.05594229698181152
Service_Selection,38,31252,0.045886993408203125
Service_Selection,39,31240,0.05576181411743164
Service_Selection,40,31240,0.05113935470581055
Service_Selection,41,31240,0.046541690826416016
Service_Selection,42,31240,0.05085039138793945
Service_Selection,42,31240,0.05289435386657715
Service_Selection,43,31240,0.048929452896118164
Service_Selection,44,31240,0.04485893249511719
Service_Selection,45,31252,0.04283595085144043
Service_Selection,45,31252,0.05539655685424805
Service_Selection,45,31252,0.05446362495422363
Service_Selection,45,31252,0.05563974380493164
Service_Selection,45,31252,0.04969525337219238
Service_Selection,46,31252,0.05304551124572754
Service_Selection,46,31252,0.062307119369506836
Service_Selection,46,31252,0.04337882995605469
Service_Selection,47,31252,0.054884910583496094
Service_Selection,48,31252,0.062146902084350586
Service_Selection,48,31252,0.053957462310791016
Service_Selection,49,31252,0.05619359016418457
Service_Selection,50,31252,0.05896186828613281
Service_Selection,50,31252,0.05838298797607422
Service_Selection,50,31252,0.0549466609954834
